,mean,max,var,0.25,0.5,0.75,max_day_1,max_day_2,max_day_3,max_day_4,max_day_5,max_day_6,max_day_7,mean_day_1,mean_day_2,mean_day_3,mean_day_4,mean_day_5,mean_day_6,mean_day_7,var_day_1,var_day_2,var_day_3,var_day_4,var_day_5,var_day_6,var_day_7,mean_day_var,hjorth_mobility,hjorth_complexity,dfa,pfd,permutation_entropy_n_3,permutation_entropy_n_4,above_0.7*max,above_0.8*max,above_0.9*max,above_0.7*mean,above_0.8*mean,above_0.9*mean,above_mean,hfd,abs_energy,augmented_dickey_fuller,cid_ce,autocorrelation,fft_centroid,fft_variance,fft_skew,fft_kurtosis,kurtosis,skewness,mean_change,mean_2_deriv_central,interdaily_stability,intradaily_variability
s5709112,22.137047619047618,361.57,1553.2054045775515,0.0,3.785,24.8825,240.36,311.91,282.48,261.53,361.57,288.32,177.71,23.643986111111108,23.762111111111114,29.84879861111111,19.071090277777778,24.551951388888888,25.82851388888889,8.252881944444445,1473.5839439330935,1643.3100389035596,2441.712213635579,1445.0301785880915,1662.4266278086127,1586.981116483476,339.6595093397709,47.66860544549621,0.005442569271352438,288.92276839622605,0.9174850661541235,1.0172430389939975,2.360107862111059,4.055328541716719,10.0,3.0,1.0,3268.0,3057.0,2864.0,2697.0,0.8083850813946496,20594449.955799997,0.0,2479.7342587059607,0.08342307866039346,1609.4921862767305,2225017.64316983,0.7414652065597717,6.35642785270296,8.072504435557825,2.6438954785837336,0.009433475543208652,0.0008439174439372894,0.33085195920854593,0.3927931865483897
s5808207,29.730932539682538,482.68,1989.4468318120973,0.0,7.93,45.33,430.08,426.46,482.68,266.74,267.34,252.04,344.32,24.610319444444446,34.28628472222222,31.18954861111111,31.329847222222224,23.04382638888889,24.975125,38.68157638888889,1525.0589853044146,2209.6938583900355,2474.717645869769,2149.2881760711543,1130.0384700601783,1403.826694772411,2842.55563066129,33.18418672096379,0.005751715345955447,280.99987991900406,0.9653536996603821,1.0169340900072228,2.334227392771252,4.003247410740823,6.0,4.0,1.0,3822.0,3596.0,3401.0,3243.0,0.8474779861209277,28961632.382599995,8.004092082998872e-25,3106.787454799571,0.22162611128742823,1743.3484478450894,2320812.41153951,0.5878373594106037,7.2019710623532704,7.019363617887224,2.217564093382884,-0.007473955749578331,0.0012323873784481046,0.4215570266367021,0.4813636630260208
s5809306,40.01730654761905,566.76,3744.495132331855,0.03,14.15,50.932500000000005,504.29,566.76,311.14,378.46,470.35,350.22,319.44,32.386180555555555,37.512486111111116,31.61771527777778,43.53486111111111,47.36907638888889,40.52979861111111,47.17102777777778,3117.0912747693264,2960.3106100762475,2550.328541336528,4647.652718257281,4944.601910682136,4417.2004067002035,3336.796179623967,42.153571381067216,0.004853632523753575,328.71810538518554,0.833024672395625,1.0193047393747168,2.4623697209601074,4.270016068803535,11.0,5.0,1.0,3747.0,3466.0,3235.0,3033.0,0.8171582480922046,53882725.4579,2.155538644439299e-29,3576.9064640971533,0.18149547789032577,1608.4024217429467,2292853.576332683,0.7202719994967787,6.033652355205489,6.696661246842867,2.372315973660386,0.0009356086913384264,0.002293609843222862,0.4292639369560232,0.3390037103156413
s5908105,32.81425694444444,755.28,3856.0124593148653,0.0,6.625,37.2575,443.99,755.28,474.66,351.12,522.77,551.08,334.94,27.293229166666666,41.69370138888889,39.92561805555555,28.024805555555556,41.57114583333333,32.46277777777778,18.728520833333334,2546.419201448487,5818.38650352439,4545.119960701824,2271.76477661262,6093.02319667087,3800.3320762257713,1474.7498864137433,76.34186420548804,0.005950070651304235,268.5899084110936,0.9359496085013381,1.0163525377070213,2.31757752837102,3.967574780670894,8.0,1.0,1.0,3357.0,3131.0,2916.0,2733.0,0.8426673040565051,49718646.2023,9.458548948073478e-28,4212.199819844733,0.18732130680160575,1718.8228138146603,2259654.6673979987,0.5878741748824232,7.199919051972477,17.865846578655304,3.5967227762071086,-0.0012213513245361643,-0.0010269894820400874,0.42488773349178616,0.45652236320085915
s6108003,15.734541666666669,376.79,1131.708348038744,0.0,1.82,13.675,233.41,341.27,194.63,220.81,376.79,313.69,247.86,17.21954861111111,15.401,13.769777777777778,8.574284722222222,21.103826388888887,16.942736111111113,17.130618055555555,1272.0242059809568,1150.936662237664,628.5305813265379,375.0008641162362,1919.9058264187602,1323.8710720081476,1166.6615748088464,14.947342307581017,0.006192416390515581,258.0154641234378,0.8836897665893839,1.0173991683197965,2.3678552222623557,4.062244988165566,9.0,6.0,4.0,2823.0,2639.0,2474.0,2302.0,0.8544572496800038,13902052.518600002,3.699445089480803e-30,2318.0848080042283,0.14496887651559437,1700.182203086909,2278388.1475735237,0.6446473769659206,6.958326295420376,17.010924752182774,3.6243903627861687,0.0002291894037106856,0.00021333597936098436,0.3511191987723334,0.47109302792186525
s6510316,24.520103174603175,509.46,1681.9472273730228,0.0,5.745,30.91,212.74,347.46,215.56,509.46,272.65,191.04,238.86,21.319708333333335,26.44372222222222,19.723715277777778,37.66703472222222,21.590020833333334,20.763680555555556,24.132840277777778,1067.5905030420433,1990.2472706385593,1008.9424902176956,3077.9366691023365,1473.8012735923373,1282.5783979798848,1646.7492562079685,38.77267488762582,0.00574048817208401,273.77969734598815,0.9674958245070194,1.0180409465757525,2.4178338548924705,4.169994621274558,1.0,1.0,1.0,3556.0,3337.0,3129.0,2943.0,0.8598954727393449,23012799.5384,1.1001956183715316e-24,2764.800629611473,0.21516949623228168,1686.9715128748658,2211472.868148119,0.6549257466944832,7.159912121338693,8.94400465775192,2.6126552883145675,0.0021797797400535768,-0.0005546735463385592,0.3839033028528919,0.4509182666689407
s6511219,22.9490873015873,543.31,1483.6776226612935,0.0,4.52,28.81,312.69,306.88,391.52,227.59,198.7,543.31,389.59,32.11174305555556,27.769340277777776,23.21509722222222,16.63340277777778,15.799291666666667,26.4085,18.70623611111111,1827.4685253126702,1877.4178520314576,1807.6269599627435,817.9643953623269,773.8125525208485,1759.8636910076457,1299.3804291867416,38.039438594326406,0.006157616815495128,258.99280958183516,0.9412744967829614,1.0173192207782964,2.3661529300700064,4.059935860687472,3.0,1.0,1.0,3381.0,3175.0,3003.0,2841.0,0.8765103990901688,20262725.6872,4.0270479084057316e-22,2782.863183701276,0.20203265996129877,1752.350063100683,2252412.2396995556,0.577343901820626,7.6442848187064785,11.494296607356448,2.67035779664588,-3.174918146641532e-05,1.5876165905933717e-05,0.3852915029420904,0.5178771135825057
s6520213,26.395643849206348,498.13,1730.197388254928,0.0,8.895,35.7025,264.67,254.14,498.13,226.05,247.04,247.98,210.22,29.98520138888889,24.540256944444444,39.43069444444444,17.72801388888889,25.9113125,24.111083333333333,23.062944444444444,1626.1444183054882,1274.4423128595763,3830.397163520191,1203.7251223903556,1472.764276455438,1242.8566606740794,1190.1443732561188,46.32140266257898,0.005396387086271932,296.882200256965,0.9732108568036407,1.0177185157298627,2.387184336274689,4.114752170389567,13.0,5.0,2.0,3811.0,3560.0,3341.0,3137.0,0.8389012161100482,24461698.019500002,1.953890525515642e-27,2679.6412809740036,0.16656128724433866,1681.0191315473178,2298545.0714984373,0.6400110932342952,6.650771957776082,14.870031140204055,2.992730099277206,0.007019545589840262,0.001577197856717603,0.4046619290228499,0.41175627085849
s6610101,32.74180257936508,661.88,2715.3065509621124,0.0,9.364999999999998,45.3625,394.33,332.35,484.24,511.62,661.88,407.36,560.64,29.147319444444445,30.162694444444444,35.447451388888894,33.071729166666664,24.28377083333333,36.53215277777778,40.5475,2342.1734984385344,2046.821199406223,3379.1726299837374,2620.8781555207606,1854.4493205172848,2232.7382274679608,4368.278199305073,28.972577113053912,0.005459169985910469,293.2817435013278,0.9624869300916972,1.0182151385513085,2.407450690376749,4.142722055144683,7.0,2.0,1.0,3650.0,3405.0,3202.0,3042.0,0.8104479899049214,38173593.13950001,9.084631047772287e-27,3386.401155858532,0.1591199653084433,1671.0410375355596,2299709.6150643006,0.6468192771760993,6.549194970535519,13.7553903824626,2.905669811340239,0.012346462942752257,0.003967056955745188,0.417819524470965,0.4190255403605296
s6710606,30.1826994047619,513.97,2202.805549523682,0.0,11.985,38.825,513.97,439.5,333.82,217.48,508.18,285.25,423.51,34.31345833333333,36.70288194444444,21.83121527777778,24.430479166666665,27.652618055555553,20.299479166666668,46.04876388888889,2865.10881096421,3635.3097431132214,1087.7799751030327,1055.8516472337567,1472.2961683321266,986.1944007709357,3807.7000783875783,86.37043843172445,0.004734181718046363,333.7034352093602,1.0463524481598236,1.0189700618820852,2.4461580724658605,4.237847575350083,12.0,5.0,2.0,3901.0,3585.0,3311.0,3071.0,0.835899310823073,31384910.194700003,1.6444603995049271e-25,2662.699487174623,0.20682548207258322,1604.7004124015118,2251495.675508836,0.6998442362200417,6.149791441330319,12.346600094962696,2.9037832858029464,0.008260740152792935,4.762849771780067e-05,0.5172164690357723,0.31933807437568673
s6720101,26.973864087301585,952.29,4101.569912490704,0.0,3.93,27.1375,952.29,912.84,671.64,213.12,194.67,188.0,482.91,30.150972222222222,26.88809722222222,29.29785416666667,23.74004166666667,17.569270833333334,19.856375,41.314437500000004,5290.226690506518,9407.504716321318,6698.628247303241,1462.2963938829046,859.6652046798986,1048.9830635701874,3589.812220392195,61.78616339645799,0.0053875071804226305,298.86351691798103,1.0210693041467196,1.0172316082506228,2.3649173095694622,4.068987993928032,8.0,3.0,2.0,3012.0,2833.0,2665.0,2530.0,0.780319749617291,48673823.73349999,1.2122023008059663e-21,3773.6868680906737,0.03624771075305733,1653.209741470509,2326436.968867311,0.6076449375908387,6.2140634513022714,49.98633901323438,6.0609729539576485,0.0009981148923504316,0.0004991069656677912,0.5524306200860546,0.3444801148623825
s6811103,12.707542658730157,494.19,880.2856291131716,0.0,0.71,8.5725,310.92,494.19,230.97,218.83,163.08,152.35,206.82,18.673694444444443,14.981277777777779,8.506993055555556,10.3686875,10.605326388888889,8.026881944444444,17.7899375,1069.0120483290868,1364.3969750165995,545.6884047810497,840.0222914658616,640.580072860735,370.23669332865217,1219.6143512817068,19.339722372338425,0.005829439034347758,271.3957282475929,0.8627594799320903,1.0184911429398458,2.434046614853622,4.214400515954544,2.0,1.0,1.0,2489.0,2374.0,2248.0,2130.0,0.7990286867616652,10500133.7913,7.776844503801468e-30,1896.5069875695158,0.16415598400990283,1660.0900351169128,2267192.834704093,0.671215482246893,6.616198347852561,22.87049121801241,3.9534506494702732,0.012420875086814168,0.004068763643580075,0.37681369674227916,0.4053851514504369
s6821203,17.67830357142857,949.26,1770.8860165086887,0.0,2.62,17.1125,730.49,735.35,835.12,949.26,253.99,172.89,321.62,14.8633125,14.661354166666666,19.74204861111111,13.240430555555557,15.14186111111111,15.182159722222224,30.916958333333334,1602.72947803987,1992.7357784985209,2558.552713034466,2948.3954321980873,670.3684025102307,498.6751587097036,1903.063725557682,38.15102888537992,0.006829870247654679,225.0726768977582,0.8585518881236427,1.0172735165424258,2.3720873520097743,4.0741680114520555,8.0,4.0,2.0,3005.0,2809.0,2634.0,2475.0,0.8667601382129643,20998986.125400003,1.0370105486421962e-25,3142.258303099858,0.07302172271072066,1704.9823381839062,2099345.6280491925,0.6581803973831085,7.9869223787254064,126.47938467079834,8.458219380038663,0.0,-0.00034729112919230004,0.25738361191439374,0.5531917710066682
s7008201,18.997525793650794,314.29,1336.2313946118954,0.0,1.38,19.6025,270.82,258.58,314.29,224.59,180.83,188.3,272.41,27.675618055555557,16.735347222222224,14.015777777777778,14.639736111111112,20.471152777777778,22.006409722222223,17.43863888888889,2110.0113762681917,1447.5881139863734,1096.639841090263,959.0597101457421,1100.9651104144468,1293.045383417835,1213.895934629759,22.981661461977783,0.005614119629047599,283.2418163315506,0.8523036887987933,1.0172544688303442,2.3562811578032252,4.0509339413321195,22.0,9.0,1.0,3014.0,2830.0,2678.0,2555.0,0.8120194242115415,17105808.567999996,5.896047073622607e-30,2331.1693290278167,0.09866246276387827,1632.5048125798103,2267212.6439399673,0.7157807209607644,6.373279540309044,8.907167837187618,2.7942742705194217,0.003700763964679035,0.0012284183369716212,0.3564654612014444,0.4035046320065323
s7308408,31.051896825396824,453.6,1820.6228936335651,0.03,13.675,44.4775,453.6,267.52,282.4,234.27,189.13,285.56,292.48,34.76261111111111,35.81551388888889,29.087583333333335,20.67034027777778,23.935041666666667,28.03386111111111,45.05832638888889,2624.445287270478,1739.4053940373342,1402.4403163238374,989.6453841092894,882.2651645569839,1567.5970736151678,3141.837133194303,67.33915465407067,0.0052428190644489385,307.33793638430103,0.9779684327024809,1.0191092915223192,2.442485657246593,4.235345589169821,3.0,2.0,1.0,4114.0,3803.0,3545.0,3301.0,0.8545019425982279,28069398.733200002,3.1258000897911407e-21,2788.7635340415654,0.22735145671268245,1715.7163190297158,2309918.912829271,0.6036558466410542,6.942555447731722,5.906586457237459,2.0825814386039667,0.002746304196844925,-0.00015280809684461213,0.46961536074435084,0.4238243817743785
s7309117,28.26509722222222,375.38,1651.32141398003,0.0,13.41,37.699999999999996,375.38,295.13,232.25,361.62,328.88,176.72,310.26,30.8375,29.619270833333335,24.37988888888889,24.297027777777778,37.28388888888889,17.901340277777777,33.53676388888889,1896.2974076441976,1852.9524572163796,1141.2783017249635,1468.813593522507,2379.245397513704,709.7211055686337,1861.8211485196105,42.63799861736433,0.005461534663228059,293.2238773639572,0.9532532010104127,1.018370219649144,2.4074691668486627,4.157414588803001,14.0,6.0,3.0,4197.0,3845.0,3547.0,3254.0,0.8304944382436903,24696738.999000005,3.3879677384867935e-25,2724.9890812808776,0.17275768208978393,1697.275200383739,2306489.9938193574,0.6312817788426421,6.801528526639099,7.566465449869439,2.391125624700933,0.0011677745808115884,-0.000695574518753721,0.4084388771529642,0.4461495660673716
s7309501,31.302499999999995,559.45,1869.9687311241196,0.0,12.64,48.13,559.45,224.49,200.99,437.09,224.89,334.01,202.64,38.403888888888886,26.60076388888889,28.044472222222222,33.92411111111111,21.203569444444444,37.865875,33.074819444444444,2089.562748312875,1650.359927838587,1373.6925612223004,3130.7882889938955,1116.940943330826,1959.8495013881159,1537.9875021216508,39.705173733024694,0.005175975408181548,310.0356711028936,0.9825185010625793,1.019165697812894,2.445163678632127,4.239620744442303,4.0,1.0,1.0,4134.0,3903.0,3681.0,3476.0,0.8600801344417462,28724267.623999998,2.1073619122047588e-22,2785.1335428305765,0.2841762642598876,1689.2541180865605,2303257.061075494,0.6386850187369222,6.722312835476136,8.535342540119187,2.2136926250213325,0.0003333664053973608,0.0007248461996427863,0.47242176506750705,0.4115667276832982
s7310101,30.347098214285715,750.35,2840.6087459095907,0.0,9.725000000000001,39.89,623.64,186.48,200.05,389.7,613.56,717.7,750.35,42.65145833333333,17.157354166666668,19.814506944444442,27.150444444444442,31.745166666666666,42.29411111111111,31.616645833333333,4843.493595786999,964.8088080746176,1020.2020753647895,1458.9273403165794,2298.8479108825554,6552.232729855594,2164.3627266847625,98.80302731236219,0.005736420769655627,276.03506276543465,0.9872098561595791,1.0185326869508187,2.408693962996905,4.156481573235996,14.0,8.0,2.0,3783.0,3532.0,3314.0,3091.0,0.8716759862334492,37913634.9599,2.8990019089244975e-22,3543.2927759500767,0.18432612041514518,1690.472464908972,2255103.256996274,0.6510300974886306,6.984155491956278,34.131965496048764,4.532364466000456,-0.011793828752852465,-0.001754316332605675,0.4284753444412707,0.4385157663151247
s7508008,29.590405753968252,357.62,1921.6888048854514,0.0,8.754999999999999,43.7625,343.58,328.79,288.51,320.57,343.22,330.98,357.62,28.4424375,29.723222222222223,22.220888888888886,25.830902777777776,40.34045138888889,30.555833333333336,30.01910416666667,2096.0931285228426,1823.7679588942938,1337.1531771106452,1700.7180084964489,2539.1085224507256,1956.030387491313,1820.3750505520334,31.07640444532628,0.005554755478205499,290.0197071825432,0.9674103949214218,1.0179765180332028,2.3973001409899717,4.121684550857725,29.0,17.0,6.0,3767.0,3553.0,3382.0,3187.0,0.8522496600053457,28194669.9603,6.1145175778676525e-25,2961.274859583284,0.1873451221047266,1724.1471257905087,2313323.410590033,0.6060435595785828,7.030039130047768,6.147368474488912,2.1756759428688155,0.00032344478618910605,-0.00029668585036713634,0.43235911480708594,0.45274841011409683
s7610107,19.413700396825398,361.7,1150.744207299851,0.0,4.74,23.65,173.23,361.7,347.54,311.33,217.29,157.13,177.2,14.899138888888888,20.19001388888889,24.336,23.863854166666666,18.293409722222222,14.973381944444442,19.340104166666666,695.5842173260746,1647.1006471158603,1661.4000309659482,1720.4223232170757,724.4286179001141,606.197503564927,918.8207254234712,14.33228762746638,0.005780547329633529,274.3892212018296,0.9613981221921304,1.0174942861658751,2.3552997856248155,4.034892751390167,14.0,3.0,2.0,3545.0,3287.0,3092.0,2892.0,0.8526307746592203,15397419.8374,4.5523773991428656e-26,2277.3039979985106,0.15688791393307733,1715.1886370487546,2248574.706758231,0.639673550411447,7.284917805874143,13.042408676186753,3.1021650066110404,-0.00011806726857823201,-0.00018257590791823772,0.42465679573416,0.44714231872241544
s7610122,22.00525595238095,433.66,1187.9982746839612,0.0,8.075,28.32,259.03,263.05,207.99,178.77,229.39,118.17,433.66,25.854416666666665,25.671131944444443,15.160701388888889,19.96386111111111,26.349458333333335,11.182666666666668,29.854555555555553,1310.4238865253658,1695.079983498907,782.0526778259879,882.2760722253117,961.8936304221689,247.96164305767886,2164.17910668211,46.146990416416344,0.0053297710145572465,300.3677228444994,0.9324044385466693,1.0181204950808014,2.3838929392179864,4.102080325398823,1.0,1.0,1.0,3784.0,3531.0,3292.0,3055.0,0.8549290020055599,16854886.009,6.582731965440029e-23,2196.7517712522736,0.26726726919974414,1684.8840010904153,2290874.1376604782,0.6399625473358217,6.733026757260056,8.575147684013622,2.5415170016536934,-0.002130171644012303,-0.001095951577693987,0.4836891627800555,0.40302196426300163
s7610213,22.103474206349205,460.03,1388.7788192016365,0.0,4.025,28.575,460.03,138.77,160.38,144.61,261.45,277.73,186.37,35.04104861111111,7.2650625,16.103826388888887,17.33417361111111,29.395590277777778,27.837666666666664,21.74695138888889,2950.6188202339094,240.60665378344333,757.928800289505,664.2442753416246,1908.1116223059526,1614.5005003196663,1058.377300011532,88.7473873396141,0.005534079369661231,290.5706294959933,0.9705586011131019,1.0164751653283464,2.2964327402166935,3.913327851076447,2.0,2.0,1.0,3408.0,3222.0,3060.0,2911.0,0.8713558981400333,18922222.5244,1.8289218819384047e-14,2416.9169211828525,0.36760632533146714,1740.905437972591,2315708.856871652,0.6043313857738077,7.2271964348895485,9.452510934728455,2.5958061419110847,0.007757714058934418,0.0016436793014486999,0.5052577881425613,0.41732357111141877
s7610620,27.40958928571429,397.58,1813.2602721202147,0.0,6.4,41.025000000000006,316.83,313.45,278.44,254.8,258.46,397.58,213.01,29.031180555555558,26.12684722222222,11.647548611111112,24.82999305555556,34.954375,38.67771527777778,26.59946527777778,1867.9349641369383,1668.212570456142,714.5389436043059,1496.58279742872,2034.3265968293913,2927.912258501226,1546.643797837573,73.98699735701884,0.005335105871317532,297.8418175477664,0.9453399605678672,1.0170371466757437,2.326695875920986,3.9622392502280626,16.0,6.0,4.0,3784.0,3600.0,3414.0,3268.0,0.8503348983942185,25848808.977600005,1.4921163138651663e-24,2723.089287849372,0.2519703028964993,1681.7794576472172,2266121.353461966,0.6464818046224956,6.823458944333871,7.671414666371165,2.378659075130359,-0.003260244071832523,0.0011951776146060724,0.44916361222419326,0.4057384556613171
s7910304,18.548621031746034,260.16,995.4619918873243,0.0,3.25,23.305,231.09,222.88,182.46,260.16,155.45,190.28,200.23,22.952784722222223,17.81740277777778,23.791902777777775,15.313277777777778,13.13025,19.31070833333333,17.524020833333335,1202.7134037062299,946.0079665645507,1032.5424536389094,823.0394894571846,602.2923874287688,1230.1598492546925,1046.6871540092945,14.81335244103422,0.005688659713238729,274.1590312232254,0.8631315613638495,1.016918816075954,2.3435573183087026,4.016220722344226,25.0,7.0,1.0,3372.0,3188.0,3010.0,2858.0,0.8447767721861332,13501298.9454,0.0,2098.591930271343,0.0565297594437742,1640.757990594863,2186199.0530844517,0.7042411554614366,6.793553272357305,6.783408323236932,2.441498250507143,0.0,0.0,0.3286214328010338,0.43894880309555506
s7911212,23.19442261904762,514.16,1163.8667484511998,0.0,9.614999999999998,35.0025,151.11,435.67,266.19,309.89,225.22,514.16,189.15,19.231833333333334,30.20906944444444,16.663534722222224,21.67661111111111,27.858604166666666,27.730256944444445,18.99104861111111,695.2958249895759,1928.6882148388174,652.8755676916365,1041.8185490355936,1245.5598157709355,1646.0816810319213,771.6219920198721,28.310061335671104,0.0061375211684934145,265.05493166023456,0.954820780999361,1.018958767115338,2.4419469994218246,4.226441462009788,6.0,5.0,3.0,4216.0,3949.0,3720.0,3486.0,0.8670425046728187,17153463.8632,1.2973889977983134e-25,2552.096542002281,0.1910089254126689,1784.5060914088103,2335908.6938181063,0.5512767948322194,7.57353427664467,23.96533916138313,3.3977321847427113,0.0032334556999702355,0.0016660051597539194,0.3606392667975355,0.5552307269210716
s8010707,21.408631944444444,562.56,1204.4107758343598,0.0,4.32,30.0075,562.56,238.48,355.74,290.31,177.05,188.09,248.05,23.943479166666666,13.031277777777778,17.25464583333333,31.757131944444442,18.828298611111112,22.85383333333333,22.191756944444446,1591.3904417438328,612.4648720284151,862.5518715909475,1663.4352504898748,1112.5333125306413,1194.500044642112,1188.5627734919588,35.05209634437692,0.005996703570442049,265.43715744345053,1.0787712958534104,1.0191468981597567,2.4656662959630053,4.28596530219998,3.0,3.0,3.0,3539.0,3362.0,3189.0,3032.0,0.8788811860051323,16759217.788700001,4.494396697237759e-10,2464.7320912018004,0.30317859525174967,1795.8918361710414,2257088.4697748837,0.5316209505875252,8.172605347804522,19.073885759111313,2.9149115621287147,0.0,0.0,0.48681001816769776,0.5004346375504091
s8108205,20.765877976190474,664.77,1249.5544503254202,0.0,7.46,24.6025,378.53,664.77,293.89,300.07,248.81,126.66,292.5,26.946604166666667,27.700965277777776,31.76488888888889,14.434722222222222,13.209625,10.52092361111111,20.783416666666668,2168.122443290044,1824.3713165797533,2090.2885534275374,488.31224106246634,492.991508267894,317.7571878190385,960.5485403683107,68.23582382489163,0.00596772090835552,265.47961049218003,1.0747989554869646,1.0179461887612347,2.3816726611000147,4.093611819827934,1.0,1.0,1.0,3681.0,3402.0,3117.0,2865.0,0.8706212395581739,16940973.921100006,7.677927636929529e-17,2466.0845216050484,0.26461352874950844,1745.0536963888667,2221265.746473321,0.5901007652924314,7.7376382206951995,23.076314145486286,3.5451328352222715,0.00272546879650759,-0.00011807898392538201,0.4310845675775149,0.4828845206774257
s8420304,20.874269841269843,329.85,1351.3930249455334,0.0,2.63,24.82,301.0,206.85,329.85,181.71,187.15,211.94,321.97,24.598305555555555,26.684756944444448,26.39990277777778,12.471173611111112,15.078868055555555,20.54351388888889,20.343368055555555,1403.6113658551462,1514.9445572723644,2138.9850518320973,699.5356124507268,1034.4963020534599,1164.8917936203757,1326.0414229082198,30.458797673955587,0.005492234135406431,290.6728287864571,0.945285552845991,1.016501976185161,2.323824264292846,3.9618462862840094,8.0,6.0,4.0,3261.0,3044.0,2873.0,2745.0,0.8259985510208337,18012900.523799997,5.343018902400539e-29,2340.2978542057417,0.1892369258164645,1643.142449665437,2277808.5119009456,0.6950654686970918,6.405179059467777,7.209542604983746,2.4902313331864914,7.93729536660383e-06,-0.0002698948204008732,0.38590456668927986,0.402108404669689
s8508108,29.79312400793651,746.2,2601.0414542439717,0.0,8.545,37.442499999999995,559.6,746.2,219.69,346.85,327.01,283.41,334.88,26.01489583333333,41.35551388888889,29.46040277777778,31.261958333333332,20.609291666666667,21.724173611111112,38.12563194444445,2110.913844881429,6075.660506615513,1856.229112276852,2832.4519472394,1246.4140331323836,1127.9923010539237,2599.103660614963,61.518911846988026,0.005356996938364587,297.1688239964629,1.018278046314566,1.0176995267436169,2.372199666114509,4.0780353454551275,5.0,2.0,1.0,3712.0,3473.0,3231.0,3001.0,0.8405392760621376,35163209.6179,2.3967031728699675e-22,3189.3040108148984,0.1275515630023317,1659.850190910591,2293439.9188198834,0.685969222720452,6.526542119598605,20.151193311330356,3.476991117454502,0.005069947415418196,0.0008736852550109149,0.4356021107345427,0.38799588449241895
s8608101,24.61006845238095,781.86,1402.0162365564809,0.0,9.84,32.995,781.86,552.14,166.46,140.81,261.06,271.69,260.73,31.873319444444444,38.23274305555556,15.033694444444444,9.9635625,32.007729166666664,26.661708333333333,18.497722222222222,1896.9096205233166,2552.897873290428,515.2709964875304,302.19659807114317,1662.8452168689225,1421.529074772413,827.0101818824802,106.80909012547308,0.005953725429025817,265.70601925968,0.8698139169365703,1.017710920435441,2.3806813746247735,4.0865970426963525,2.0,1.0,1.0,3932.0,3671.0,3399.0,3179.0,0.8826457580623035,20235928.7781,3.292728673130821e-21,2688.937075779201,0.2640605111969179,1753.8264464099539,2216921.7601291356,0.5781493234229284,7.870099119686409,27.689292241798302,3.3209185175283995,0.0007510665740648874,-0.000114606072633459,0.40080152208518244,0.5116709849137128
s8710205,32.55921329365079,506.19,2268.6412940432,0.0,10.629999999999999,49.505,339.67,449.86,376.36,506.19,483.02,453.56,441.84,38.80292361111111,39.39516666666667,35.87696527777778,33.822743055555556,31.968041666666668,36.245250000000006,11.803402777777778,2226.479602078943,3051.169764530924,1981.520601833401,2167.4648873279584,2451.9079275034746,2372.4224239819314,1095.547522811943,90.50969723295583,0.006206382677221408,260.073914164715,0.9908192803911734,1.0167850999895722,2.3301621580141116,3.9781499361079713,10.0,6.0,2.0,4052.0,3840.0,3635.0,3436.0,0.8698088628896482,33551467.495300002,6.413346900137401e-26,3609.313254069256,0.19912781263901322,1792.3531490365272,2299349.8554989854,0.5418287246257599,7.8712019741814006,8.729636976109312,2.3375446018085566,0.0,0.0,0.3684311551838024,0.5697257838082456
s9309101,30.090250000000005,451.71,1498.6639257436254,0.08,14.33,46.42,199.93,451.71,272.71,232.64,240.53,219.74,210.9,24.485430555555553,47.30205555555556,33.32217361111111,21.771375,25.534368055555554,29.191875000000003,29.024472222222222,1094.5443677088638,2062.546936841942,1758.1549568426642,1049.8107238898533,1262.4291688845944,1271.889296273454,1567.213694648288,71.66804719745053,0.005476020292770636,292.45398895533253,1.0121198422769524,1.020039064827443,2.4833202911015526,4.3283788074844,2.0,1.0,1.0,4370.0,4100.0,3841.0,3600.0,0.8925102526096376,24231699.009800002,2.5576528656550955e-14,2706.370480810046,0.29731326056607704,1758.6743471779823,2287557.299252637,0.5713390925039399,7.538185731018411,4.600779436645118,1.8282972627712202,0.001065581902966564,-0.0029370906925977377,0.4698775870316105,0.4849006841824723
s9509011,31.72908035714286,491.66,2104.4327273712584,0.0,9.745000000000001,48.5925,256.4,491.66,358.78,245.34,340.2,343.63,298.82,26.884645833333334,39.34442361111111,31.07419444444444,30.949152777777776,24.816750000000003,36.16022916666667,32.87416666666667,1614.8820728418157,2360.8639171102136,1942.5324529989969,1765.313066411668,1974.0392825503832,2605.927053804291,2324.914943432939,25.20429578560405,0.00520765956163361,310.0874192647834,1.0666525514360126,1.0176995267436169,2.3594735446269204,4.04918293877657,2.0,1.0,1.0,3810.0,3608.0,3401.0,3222.0,0.8481574830401066,31358461.6255,2.812076501876996e-15,2927.8594583073827,0.2337344622022785,1704.0470635981974,2335229.705144649,0.6140665972769782,6.718351198440687,5.247979282807092,2.0097997412452577,0.00828852068657605,0.00014288549315340392,0.532909793754804,0.4041550035165079
